Rouge Type,Filename,ROUGE-1,ROUGE-1,ROUGE-1,ROUGE-2,ROUGE-2,ROUGE-2,ROUGE-3,ROUGE-3,ROUGE-3,ROUGE-4,ROUGE-4,ROUGE-4,ROUGE-L,ROUGE-L,ROUGE-L,ROUGE-W-1.2,ROUGE-W-1.2,ROUGE-W-1.2,ROUGE-S*,ROUGE-S*,ROUGE-S*,ROUGE-SU*,ROUGE-SU*,ROUGE-SU*
75,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-kldiv-sent-token-217-article_output,0.9292,0.57377,0.70946,0.80357,0.49451,0.61225,0.72973,0.44751,0.55479,0.68182,0.41667,0.51724,0.89381,0.55191,0.68243,0.62999,0.17743,0.27688,0.83834,0.31856,0.46168,0.83975,0.32124,0.46471
76,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-nltk-1-sent-token-142-article_output,0.62464,0.83206,0.71358,0.46552,0.62069,0.53202,0.39193,0.52308,0.44811,0.34104,0.4556,0.39008,0.59312,0.79008,0.67758,0.39497,0.25159,0.30738,0.33561,0.59606,0.42943,0.33725,0.59785,0.43124
77,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-sumbasic-sent-token-179-article_output,0.54717,0.5241,0.53539,0.35443,0.33939,0.34675,0.3121,0.29878,0.30529,0.29487,0.28221,0.2884,0.53459,0.51205,0.52308,0.36335,0.17867,0.23955,0.27362,0.25097,0.26181,0.27699,0.25418,0.2651
78,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-textrank-sent-token-179-article_output,0.82178,1.0,0.90217,0.81592,0.99394,0.89617,0.81,0.9878,0.89011,0.79899,0.97546,0.87845,0.82178,1.0,0.90217,0.61098,0.3817,0.46986,0.6746,1.0,0.80568,0.67603,1.0,0.8067
79,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-gen-s-sent-token-102-article_output,0.79293,0.55282,0.65145,0.59898,0.41696,0.49166,0.5102,0.35461,0.41841,0.4359,0.30249,0.35714,0.78283,0.54577,0.64315,0.49551,0.1633,0.24565,0.64118,0.31118,0.41901,0.64274,0.31288,0.42088
80,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lexrank-sent-token-206-article_output,0.86139,0.50581,0.63736,0.77,0.45029,0.56826,0.71717,0.41765,0.52788,0.66327,0.38462,0.4869,0.83168,0.48837,0.61538,0.47216,0.13315,0.20772,0.72257,0.24813,0.36941,0.72524,0.25106,0.373
81,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-textrank-sent-token-125-article_output,0.85263,0.81,0.83077,0.73404,0.69697,0.71502,0.65591,0.62245,0.63874,0.58696,0.5567,0.57143,0.84211,0.8,0.82052,0.60808,0.30035,0.40209,0.66293,0.59798,0.62878,0.66681,0.6021,0.63281
82,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-gen-s-sent-token-137-article_output,0.58848,0.62996,0.60851,0.41322,0.44248,0.42735,0.3444,0.36889,0.35622,0.29583,0.31696,0.30603,0.55967,0.59912,0.57872,0.37368,0.18457,0.24709,0.32589,0.37355,0.3481,0.32801,0.37578,0.35027
83,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-gen-s-sent-token-181-article_output,0.83673,0.8,0.81795,0.77436,0.7402,0.75689,0.76289,0.72906,0.74559,0.75648,0.72277,0.73924,0.82143,0.78537,0.803,0.61634,0.28778,0.39236,0.68702,0.62788,0.65612,0.68853,0.62953,0.65771
84,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-luhn-sent-token-100-article_output,0.68421,0.52,0.59091,0.51351,0.38776,0.44186,0.38889,0.29167,0.33334,0.28571,0.21277,0.2439,0.55263,0.42,0.47727,0.48038,0.18732,0.26954,0.3798,0.21796,0.27697,0.39595,0.22998,0.29096
85,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-sumbasic-sent-token-113-article_output,0.77528,0.56712,0.65506,0.56391,0.41209,0.47619,0.48679,0.35537,0.41083,0.42803,0.31215,0.36102,0.75281,0.55068,0.63607,0.48393,0.16724,0.24858,0.56284,0.30087,0.39213,0.56441,0.30232,0.39374
86,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lsa-sent-token-139-article_output,0.92982,0.54082,0.68387,0.79412,0.46075,0.58315,0.72189,0.41781,0.52928,0.64881,0.37457,0.47495,0.92398,0.53741,0.67957,0.61317,0.17122,0.26769,0.86873,0.29317,0.43839,0.86943,0.29483,0.44034
87,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-gen-s-sent-token-138-article_output,0.85185,0.60526,0.70769,0.69681,0.49434,0.57837,0.60428,0.42803,0.50111,0.52151,0.36882,0.43207,0.83598,0.59398,0.6945,0.5323,0.18578,0.27543,0.7243,0.3651,0.48548,0.72563,0.36688,0.48735
88,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-kldiv-sent-token-164-article_output,0.64516,0.57143,0.60606,0.45528,0.40288,0.42748,0.40984,0.36232,0.38462,0.39669,0.35036,0.37209,0.62097,0.55,0.58333,0.46213,0.20974,0.28853,0.38605,0.30257,0.33925,0.39011,0.30631,0.34317
89,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-sumbasic-sent-token-119-article_output,0.50752,0.6,0.5499,0.27925,0.33036,0.30266,0.18939,0.22422,0.20534,0.13688,0.16216,0.14845,0.46992,0.55556,0.50916,0.28013,0.15864,0.20257,0.2353,0.32909,0.2744,0.23731,0.33146,0.27659
90,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lexrank-sent-token-204-article_output,0.84239,0.56985,0.67982,0.69399,0.46863,0.55947,0.64835,0.43704,0.52213,0.62431,0.42007,0.50222,0.82609,0.55882,0.66667,0.60413,0.19404,0.29374,0.65384,0.29868,0.41005,0.65591,0.30067,0.41233
91,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lexrank-sent-token-114-article_output,0.93684,0.48634,0.64029,0.78723,0.40659,0.53623,0.67742,0.34807,0.45986,0.57609,0.29444,0.3897,0.92632,0.48087,0.63309,0.61416,0.1649,0.25999,0.86629,0.23227,0.36632,0.86773,0.23499,0.36983
92,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lsa-sent-token-153-article_output,0.86264,0.63821,0.73364,0.69613,0.51429,0.59155,0.6,0.44262,0.50943,0.52514,0.38683,0.4455,0.84615,0.62602,0.71963,0.57696,0.20663,0.30428,0.71544,0.39104,0.50569,0.71703,0.39302,0.50774
93,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-gen-s-sent-token-121-article_output,0.75556,0.64151,0.69388,0.46468,0.39432,0.42662,0.35075,0.29747,0.32192,0.28839,0.24444,0.2646,0.67407,0.57233,0.61905,0.4126,0.16704,0.23781,0.52527,0.37845,0.43993,0.52692,0.38007,0.44161
94,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lsa-sent-token-209-article_output,0.81633,0.54795,0.65574,0.72917,0.48611,0.58333,0.70213,0.46479,0.55932,0.67391,0.44286,0.53448,0.5102,0.34247,0.40984,0.47631,0.13555,0.21104,0.47109,0.21081,0.29128,0.48529,0.22,0.30275
95,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-kldiv-sent-token-125-article_output,0.75806,0.47,0.58025,0.57377,0.35354,0.4375,0.48333,0.29592,0.36709,0.37288,0.2268,0.28205,0.74194,0.46,0.5679,0.55615,0.17928,0.27115,0.54574,0.20848,0.3017,0.55277,0.21371,0.30825
96,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lsa-sent-token-158-article_output,0.75862,0.54321,0.63309,0.52814,0.37771,0.44043,0.45217,0.32298,0.37681,0.40175,0.2866,0.33454,0.73276,0.52469,0.61151,0.42072,0.14252,0.21291,0.57983,0.29693,0.39274,0.58134,0.29843,0.3944
97,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-kldiv-sent-token-105-article_output,0.54342,0.66667,0.59877,0.2809,0.34483,0.3096,0.2,0.24567,0.22049,0.15254,0.1875,0.16822,0.4986,0.61168,0.54938,0.29127,0.17631,0.21966,0.2744,0.41325,0.32981,0.27589,0.41497,0.33143
98,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-textrank-sent-token-135-article_output,0.88554,0.64192,0.7443,0.76364,0.55263,0.64122,0.68293,0.49339,0.57289,0.60736,0.43805,0.50899,0.87952,0.63755,0.73924,0.58712,0.21738,0.31729,0.77919,0.40876,0.53622,0.78045,0.41076,0.53824
99,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-luhn-sent-token-173-article_output,0.9403,0.34426,0.504,0.86364,0.31319,0.45968,0.83077,0.29834,0.43902,0.8125,0.28889,0.42623,0.92537,0.3388,0.496,0.76275,0.13893,0.23505,0.88783,0.11788,0.20813,0.88933,0.12029,0.21192
100,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lsa-sent-token-142-article_output,0.66897,0.74046,0.7029,0.47405,0.5249,0.49818,0.39236,0.43462,0.41241,0.34146,0.37838,0.35897,0.64138,0.70992,0.67391,0.40882,0.21638,0.28298,0.38146,0.46752,0.42013,0.38342,0.46958,0.42215
101,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-gen-s-sent-token-204-article_output,0.72432,0.49265,0.58643,0.51087,0.34686,0.41318,0.46448,0.31481,0.37527,0.45604,0.30855,0.36807,0.68108,0.46324,0.55143,0.47482,0.15334,0.23182,0.48813,0.22542,0.30841,0.4907,0.22738,0.31076
102,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lexrank-sent-token-207-article_output,0.65839,0.65031,0.65433,0.45,0.44444,0.4472,0.39623,0.3913,0.39375,0.37342,0.36875,0.37107,0.62733,0.61963,0.62346,0.43302,0.22816,0.29885,0.41677,0.40657,0.41161,0.41971,0.4095,0.41454
103,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-nltk-1-sent-token-103-article_output,0.65373,0.73244,0.69085,0.44012,0.49329,0.46519,0.36637,0.41077,0.3873,0.3253,0.36486,0.34395,0.60299,0.67559,0.63723,0.37572,0.20258,0.26323,0.27148,0.34091,0.30226,0.27374,0.34351,0.30468
104,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-luhn-sent-token-114-article_output,0.98182,0.29508,0.45378,0.88889,0.26374,0.40678,0.81132,0.23757,0.36752,0.71154,0.20556,0.31897,0.96364,0.28962,0.44538,0.69254,0.10765,0.18634,0.95556,0.08521,0.15647,0.95647,0.08744,0.16023
105,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lsa-sent-token-195-article_output,0.47273,0.31325,0.37681,0.05556,0.03659,0.04412,0.0,0.0,0.0,0.0,0.0,0.0,0.38182,0.25301,0.30435,0.25127,0.08938,0.13186,0.18923,0.08257,0.11497,0.19948,0.08809,0.12221
106,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-textrank-sent-token-195-article_output,0.67857,0.68675,0.68264,0.61446,0.62195,0.61818,0.60976,0.61728,0.6135,0.60494,0.6125,0.6087,0.67857,0.68675,0.68264,0.57844,0.31427,0.40727,0.45468,0.46577,0.46016,0.46007,0.47116,0.46555
107,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-textrank-sent-token-203-article_output,0.31988,0.70253,0.4396,0.21676,0.47771,0.29821,0.18551,0.41026,0.25549,0.16279,0.36129,0.22445,0.30259,0.66456,0.41584,0.2071,0.23438,0.2199,0.10256,0.49641,0.17,0.1038,0.49896,0.17185
108,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lexrank-sent-token-179-article_output,0.65608,0.74699,0.69859,0.55319,0.6303,0.58923,0.51337,0.58537,0.54701,0.49462,0.56442,0.52722,0.6455,0.73494,0.68732,0.46072,0.2693,0.33991,0.41563,0.53917,0.46941,0.41812,0.54163,0.47193
109,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lexrank-sent-token-219-article_output,0.63636,0.33333,0.4375,0.33333,0.17073,0.2258,0.1,0.05,0.06667,0.0,0.0,0.0,0.63636,0.33333,0.4375,0.47971,0.11899,0.19068,0.39394,0.10569,0.16667,0.41667,0.11641,0.18198
110,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-nltk-1-sent-token-117-article_output,0.91011,0.73636,0.81407,0.75706,0.61187,0.67677,0.65909,0.53211,0.58883,0.57714,0.46544,0.51531,0.8764,0.70909,0.78392,0.53861,0.21796,0.31034,0.62623,0.40951,0.4952,0.62938,0.41244,0.49832
111,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-nltk-2-sent-token-169-article_output,0.79412,0.9,0.84375,0.75248,0.85393,0.8,0.74,0.84091,0.78723,0.72727,0.82759,0.77419,0.79412,0.9,0.84375,0.69796,0.38889,0.49948,0.60357,0.77628,0.67912,0.6072,0.77894,0.68243
112,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-nltk-1-sent-token-126-article_output,0.74194,0.71875,0.73016,0.55396,0.53659,0.54514,0.45487,0.44056,0.4476,0.3913,0.37895,0.38503,0.69534,0.67361,0.6843,0.41908,0.1975,0.26848,0.45249,0.4246,0.4381,0.45457,0.42665,0.44017
113,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-nltk-2-sent-token-188-article_output,0.70725,0.96443,0.81606,0.68895,0.94048,0.7953,0.68513,0.93625,0.79124,0.68129,0.932,0.78716,0.70435,0.96047,0.81271,0.51687,0.33942,0.40976,0.50329,0.93685,0.65481,0.50446,0.93707,0.65585
114,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lexrank-sent-token-123-article_output,0.76172,0.63312,0.69149,0.50196,0.41694,0.45552,0.42126,0.34967,0.38214,0.36364,0.30164,0.32975,0.74219,0.61688,0.67376,0.44149,0.17837,0.25409,0.5254,0.36273,0.42917,0.52725,0.36448,0.43101
115,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-kldiv-sent-token-182-article_output,0.60294,0.44086,0.50932,0.35556,0.25946,0.3,0.30597,0.22283,0.25786,0.28571,0.20765,0.2405,0.58088,0.42473,0.49068,0.39175,0.14801,0.21485,0.33911,0.18094,0.23597,0.343,0.18373,0.23929
116,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-luhn-sent-token-95-article_output,0.73626,0.23592,0.35734,0.41111,0.13074,0.19839,0.29213,0.0922,0.14016,0.27273,0.08541,0.13008,0.71429,0.22887,0.34666,0.51045,0.07922,0.13715,0.54847,0.05589,0.10144,0.55269,0.05715,0.10359
117,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-kldiv-sent-token-122-article_output,0.65385,0.45333,0.53543,0.47059,0.32432,0.384,0.36,0.24658,0.29269,0.34694,0.23611,0.28099,0.63462,0.44,0.51969,0.506,0.16729,0.25145,0.42006,0.20072,0.27164,0.42847,0.20709,0.27922
118,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lsa-sent-token-146-article_output,0.84656,0.61069,0.70954,0.68085,0.49042,0.57015,0.58824,0.42308,0.49217,0.51613,0.37066,0.43146,0.8254,0.59542,0.6918,0.53847,0.18741,0.27805,0.70905,0.36843,0.4849,0.71054,0.37028,0.48685
119,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lexrank-sent-token-229-article_output,0.83059,0.69352,0.75589,0.7217,0.60236,0.65665,0.68794,0.57396,0.6258,0.66588,0.55534,0.60561,0.82588,0.68959,0.75161,0.50028,0.2064,0.29223,0.70577,0.49186,0.57971,0.70635,0.49264,0.58045
120,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-kldiv-sent-token-230-article_output,0.73846,0.4788,0.58094,0.46332,0.3,0.36419,0.39535,0.25564,0.3105,0.36965,0.23869,0.29007,0.68462,0.44389,0.53858,0.44868,0.13223,0.20426,0.50962,0.21395,0.30138,0.51139,0.21527,0.30299
121,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lexrank-sent-token-149-article_output,0.73585,0.67826,0.70588,0.51659,0.47598,0.49545,0.44286,0.40789,0.42466,0.39713,0.36564,0.38073,0.6934,0.63913,0.66516,0.41885,0.19284,0.26409,0.51972,0.44139,0.47736,0.52173,0.44342,0.4794
122,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-nltk-1-sent-token-189-article_output,0.84694,0.75455,0.79808,0.7641,0.68037,0.71981,0.74227,0.66055,0.69903,0.72539,0.64516,0.68293,0.84184,0.75,0.79327,0.6022,0.26724,0.3702,0.39199,0.31096,0.3468,0.39658,0.31495,0.35108
123,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-sumbasic-sent-token-100-article_output,0.85714,0.72,0.78261,0.73171,0.61224,0.66666,0.6,0.5,0.54545,0.51282,0.42553,0.46511,0.7619,0.64,0.69565,0.62438,0.2691,0.3761,0.57375,0.40327,0.47364,0.58758,0.41601,0.48713
124,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-gen-s-sent-token-96-article_output,0.70325,0.69758,0.7004,0.47347,0.46964,0.47155,0.37705,0.37398,0.37551,0.30041,0.29796,0.29918,0.61789,0.6129,0.61538,0.39179,0.19253,0.25818,0.48505,0.47724,0.48111,0.4868,0.479,0.48287
125,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-textrank-sent-token-133-article_output,0.74359,0.84058,0.78912,0.62058,0.70182,0.6587,0.57097,0.64599,0.60617,0.52751,0.59707,0.56014,0.73397,0.82971,0.77891,0.5036,0.278,0.35824,0.48794,0.62379,0.54756,0.48954,0.62532,0.54916
126,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-nltk-2-sent-token-145-article_output,0.79075,0.92288,0.85172,0.72406,0.84536,0.78002,0.67035,0.78295,0.72229,0.63193,0.73834,0.681,0.79075,0.92288,0.85172,0.51676,0.28208,0.36495,0.62944,0.85768,0.72605,0.63015,0.85802,0.72664
127,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-nltk-1-sent-token-129-article_output,0.68978,0.78099,0.73256,0.54212,0.61411,0.57587,0.48897,0.55417,0.51953,0.45387,0.51464,0.48235,0.67518,0.76446,0.71705,0.4591,0.25499,0.32787,0.43726,0.56082,0.49139,0.43908,0.56261,0.49323
128,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lexrank-sent-token-138-article_output,0.80838,0.50752,0.62356,0.60241,0.37736,0.46404,0.51515,0.32197,0.39627,0.44512,0.27757,0.34192,0.78443,0.49248,0.60508,0.50337,0.15524,0.2373,0.64779,0.25476,0.3657,0.64968,0.25663,0.36793
129,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-gen-s-sent-token-178-article_output,0.59459,1.0,0.74576,0.57534,0.97674,0.72413,0.55556,0.95238,0.70176,0.53521,0.92683,0.67857,0.59459,1.0,0.74576,0.53071,0.47993,0.50404,0.35024,1.0,0.51878,0.35652,1.0,0.52564
130,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-kldiv-sent-token-200-article_output,0.6,0.62376,0.61165,0.40191,0.41791,0.40975,0.32212,0.335,0.32843,0.28986,0.30151,0.29557,0.52381,0.54455,0.53398,0.35111,0.18087,0.23875,0.33023,0.35698,0.34308,0.33276,0.35957,0.34565
131,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-nltk-2-sent-token-128-article_output,0.67241,0.70909,0.69026,0.51297,0.54103,0.52663,0.44509,0.46951,0.45697,0.4029,0.42508,0.41369,0.65805,0.69394,0.67552,0.39122,0.19822,0.26312,0.45379,0.50473,0.47791,0.45502,0.50593,0.47913
132,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lexrank-sent-token-210-article_output,0.47436,0.5311,0.50113,0.12446,0.13942,0.13152,0.03448,0.03865,0.03645,0.01732,0.01942,0.01831,0.39744,0.44498,0.41987,0.22623,0.12787,0.16339,0.20263,0.25414,0.22548,0.20495,0.25679,0.22796
133,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lsa-sent-token-205-article_output,0.7619,0.8972,0.82403,0.728,0.85849,0.78788,0.70968,0.8381,0.76856,0.69106,0.81731,0.7489,0.7619,0.8972,0.82403,0.46738,0.28176,0.35157,0.58019,0.80568,0.67459,0.583,0.80734,0.67707
134,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lexrank-sent-token-118-article_output,0.625,0.4878,0.54794,0.40314,0.31429,0.35321,0.31053,0.2418,0.27189,0.25926,0.20165,0.22685,0.59896,0.46748,0.52512,0.38222,0.14124,0.20626,0.37276,0.22681,0.28202,0.3754,0.22893,0.28442
135,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-gen-s-sent-token-214-article_output,0.62445,0.67453,0.64852,0.49561,0.53555,0.51481,0.44934,0.48571,0.46682,0.4115,0.44498,0.42759,0.61572,0.66509,0.63945,0.43367,0.21819,0.29032,0.39458,0.46057,0.42503,0.3966,0.46259,0.42706
136,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lexrank-sent-token-124-article_output,0.69811,0.37,0.48366,0.53846,0.28283,0.37086,0.45098,0.23469,0.30872,0.36,0.18557,0.2449,0.67925,0.36,0.47059,0.54095,0.14168,0.22455,0.46444,0.12929,0.20227,0.47273,0.13389,0.20868
137,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lexrank-sent-token-99-article_output,0.83824,0.44186,0.57868,0.71642,0.375,0.49231,0.65152,0.33858,0.44559,0.6,0.30952,0.40837,0.82353,0.43411,0.56853,0.45902,0.11207,0.18016,0.6554,0.18084,0.28347,0.66098,0.18488,0.28894
138,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-sumbasic-sent-token-188-article_output,0.65432,0.41897,0.51084,0.34161,0.21825,0.26634,0.3,0.19124,0.23358,0.2956,0.188,0.22983,0.60494,0.38735,0.47229,0.39298,0.12118,0.18524,0.38571,0.15779,0.22396,0.38903,0.15985,0.22659
139,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-kldiv-sent-token-141-article_output,0.92929,0.39655,0.55589,0.80612,0.34199,0.48024,0.74227,0.31304,0.44036,0.6875,0.28821,0.40615,0.92929,0.39655,0.55589,0.62137,0.12687,0.21072,0.85199,0.15424,0.26119,0.85351,0.15629,0.2642
140,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lexrank-sent-token-125-article_output,0.7093,0.61,0.65591,0.51765,0.44444,0.47826,0.44048,0.37755,0.40659,0.37349,0.31959,0.34444,0.68605,0.59,0.63441,0.4972,0.22232,0.30725,0.49275,0.36384,0.4186,0.49759,0.36859,0.42348
141,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-gen-s-sent-token-225-article_output,0.54545,0.70755,0.61601,0.36131,0.46919,0.40824,0.30769,0.4,0.34782,0.27574,0.35885,0.31185,0.50909,0.66038,0.57495,0.34899,0.21975,0.26969,0.27313,0.46007,0.34277,0.27508,0.46237,0.34494
